"TIME","GEO","UNIT","HAZARD","WASTE","NACE_R2","Value"
"2008","Luxembourg","Tonne","Non-hazardous","Total waste","All NACE activities plus households","9,393,029"
"2008","Luxembourg","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","4,482"
"2008","Luxembourg","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","19,562"
"2008","Luxembourg","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,489"
"2008","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","16,949,197"
"2008","Hungary","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","183,581"
"2008","Hungary","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","150,309"
"2008","Hungary","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","12,582"
"2008","Hungary","Tonne","Hazardous","Total waste","All NACE activities plus households","670,613"
"2008","Hungary","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","159,983"
"2008","Hungary","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Hungary","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Hungary","Tonne","Non-hazardous","Total waste","All NACE activities plus households","16,278,584"
"2008","Hungary","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","23,598"
"2008","Hungary","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","150,309"
"2008","Hungary","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","12,582"
"2008","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","2,070,391"
"2008","Malta","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","34,100"
"2008","Malta","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","2,370"
"2008","Malta","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","0"
"2008","Malta","Tonne","Hazardous","Total waste","All NACE activities plus households","55,267"
"2008","Malta","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","33,949"
"2008","Malta","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Malta","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Malta","Tonne","Non-hazardous","Total waste","All NACE activities plus households","2,015,124"
"2008","Malta","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","151"
"2008","Malta","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","2,370"
"2008","Malta","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","0"
"2008","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","102,648,605"
"2008","Netherlands","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,224,604"
"2008","Netherlands","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","409,640"
"2008","Netherlands","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","128,783"
"2008","Netherlands","Tonne","Hazardous","Total waste","All NACE activities plus households","4,453,991"
"2008","Netherlands","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,102,424"
"2008","Netherlands","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Netherlands","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Netherlands","Tonne","Non-hazardous","Total waste","All NACE activities plus households","98,194,614"
"2008","Netherlands","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","122,180"
"2008","Netherlands","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","409,640"
"2008","Netherlands","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","128,783"
"2008","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","56,308,766"
"2008","Austria","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","471,750"
"2008","Austria","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","640,521"
"2008","Austria","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","141,973"
"2008","Austria","Tonne","Hazardous","Total waste","All NACE activities plus households","1,329,984"
"2008","Austria","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","147,017"
"2008","Austria","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Austria","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Austria","Tonne","Non-hazardous","Total waste","All NACE activities plus households","54,978,782"
"2008","Austria","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","324,734"
"2008","Austria","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","640,521"
"2008","Austria","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","141,973"
"2008","Poland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","138,984,638"
"2008","Poland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","2,551,338"
"2008","Poland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","407,167"
"2008","Poland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","83,578"
"2008","Poland","Tonne","Hazardous","Total waste","All NACE activities plus households","1,468,317"
"2008","Poland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","430,612"
"2008","Poland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Poland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Poland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","137,516,321"
"2008","Poland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","2,120,726"
"2008","Poland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","407,167"
"2008","Poland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","83,578"
"2008","Portugal","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","16,882,923"
"2008","Portugal","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","230,482"
"2008","Portugal","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","193,001"
"2008","Portugal","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","95,970"
"2008","Portugal","Tonne","Hazardous","Total waste","All NACE activities plus households","564,884"
"2008","Portugal","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","144,273"
"2008","Portugal","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Portugal","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Portugal","Tonne","Non-hazardous","Total waste","All NACE activities plus households","16,318,039"
"2008","Portugal","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","86,209"
"2008","Portugal","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","193,001"
"2008","Portugal","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","95,970"
"2008","Romania","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","189,138,507"
"2008","Romania","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","208,850"
"2008","Romania","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","418,975"
"2008","Romania","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","19,216"
"2008","Romania","Tonne","Hazardous","Total waste","All NACE activities plus households","530,753"
"2008","Romania","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","162,084"
"2008","Romania","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Romania","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Romania","Tonne","Non-hazardous","Total waste","All NACE activities plus households","188,607,754"
"2008","Romania","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","46,766"
"2008","Romania","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","418,975"
"2008","Romania","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","19,216"
"2008","Slovenia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","5,038,401"
"2008","Slovenia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","74,899"
"2008","Slovenia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","47,275"
"2008","Slovenia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","9,830"
"2008","Slovenia","Tonne","Hazardous","Total waste","All NACE activities plus households","152,744"
"2008","Slovenia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","46,496"
"2008","Slovenia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2008","Slovenia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2008","Slovenia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","4,885,656"
"2008","Slovenia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","28,403"
"2008","Slovenia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","47,275"
"2008","Slovenia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","9,830"
"2008","Slovakia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","11,472,008"
"2008","Slovakia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","112,733"
"2008","Slovakia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","94,192"
